category	text																										
Non-anti-LGBT+ content	Ethu enna history																										
Non-anti-LGBT+ content	Vera level amma																										
Non-anti-LGBT+ content	Amma salute to u 🙏🙏🙏🙏🙏																										
Non-anti-LGBT+ content	@Sornam Lakshmi  illuthu vachi oombu 😂😂																										
Non-anti-LGBT+ content	@Wajee NaseeLovely  adha yean en kita kekreenga 😂😂																										
Non-anti-LGBT+ content	Nee Nalla irukka ma so cute																										
Non-anti-LGBT+ content	Hiiiii I want true girl frd life partner																										
Non-anti-LGBT+ content	Your looking so beautyful katrina																										
Homophobic	9  naiiii																										
Non-anti-LGBT+ content	Ampalaga apudi getha kamikiriga  avga   ponugala lost varaikum adimaya vachigaraga																										
Non-anti-LGBT+ content	Neengal solvathu unmai																										
Non-anti-LGBT+ content	Iam waiting part 2																										
Non-anti-LGBT+ content	En MAGAN magizhvan																										
Non-anti-LGBT+ content	Aamanga..	 Apditha thitranga...																									
Non-anti-LGBT+ content	Avangaluku pudichi erukku avanga andha relationship la erukanga I'm whish the judgement happy ah erunga lgbt																										
Non-anti-LGBT+ content	Moditu po di																										
Non-anti-LGBT+ content	unmaya  intha manasukku kudukkalanda   oru   stand salute																										
Non-anti-LGBT+ content	Part two enga daaaaaa																										
Non-anti-LGBT+ content	Publicity kaga pannathinga thanam nanba																										
Non-anti-LGBT+ content	Heart touching 😭😭😭😭😭😭😭😭😭😭😭 god bless you akkaaaaa I love you akkaa																										
Non-anti-LGBT+ content	Voice super malini																										
Non-anti-LGBT+ content	Video last time👏👏👏👏👏👏💞💓❤️💕👏👏👏👏👏👏👏👏👏👏																										
Non-anti-LGBT+ content	Mokra punda parunga othaa																										
Homophobic	ethu ponna paiyana.....puriyavey ella																										
Non-anti-LGBT+ content	Bro i am boy bro transgender ra maruradhu nalla dha bro ennaku maranum nu asa illa but na marivena nu romba depression na irukku bro ennala Mudiyala oru 2 Month ve romba depression ve irukku bro plzzz bro ennaku oru Solution thaga bro plzzzz 🥺🥺🥺🥺																										
Homophobic	Otha ni ambalaya pombalaya....?																										
Non-anti-LGBT+ content	Kelvi kettavarum azhaku pathil sonnavarum rompa azhagu																										
Non-anti-LGBT+ content	pratap subramanyam 😂😂😂																										
Non-anti-LGBT+ content	@Balaji Manoharan  ....   athana ethuku thambi......																										
Transphobic	Back side la kuumii adikaravann																										
Non-anti-LGBT+ content	Nalla iruku ga																										
Non-anti-LGBT+ content	@Avarun Sivam   poor mentality																										
Homophobic	Pongadaaaaa gay Pu.....																										
Non-anti-LGBT+ content	Aravaninga ethanaiyo per indha samudhaayathila evlo gowrama irukkuranga evlo saathanai pannitu    irukkanga aanal  iva avanga perave kedukkural																										
Non-anti-LGBT+ content	@Meme trolls Trolls endi poonde? Mariyade kooduthu mariyade vangu ok 🙂																										
Non-anti-LGBT+ content	Vera level masssssssssss thaliva..❤️❤️😘																										
Transphobic	onna senthu adichu amanathoda oda vidanum.intha poriki naaigala.onu rendu tha olukam.matha thela thevidiyaluga tha.ithunala tha inthungala naai mathri pakuranga																										
Non-anti-LGBT+ content	Etthanaiyo. Prank. Paartthirukken. Inthe. Prank.. Manadhai. Kastapadutthi. Vittadhu																										
Homophobic	swetha k ,loosu pathil sollu loosu,asingma illa lesbian aa irrukurathuku,nee lam oru human aa?.																										
Non-anti-LGBT+ content	Oru boy boy aa nadakanum,girl girl aa nadakanum.																										
Non-anti-LGBT+ content	Vera level act mass performance 😂😁																										
Non-anti-LGBT+ content	@Malli Anitha  hmm pa u name malli ya my age 37 u																										
Non-anti-LGBT+ content	Muttal people ku ide pathi ebdida tedium poor india																										
Non-anti-LGBT+ content	Akka last vara silent 💞																										
Non-anti-LGBT+ content	I am lesbian na happyah than iruken																										
Non-anti-LGBT+ content	Thirunanga silaper nallavanga																										
Non-anti-LGBT+ content	Vera lvl nga bro																										
Non-anti-LGBT+ content	God bless you 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏																										
Non-anti-LGBT+ content	I agree..	 . Ithalam periya issue aakathinga	 Padikatha mutaa koothinga avanga feelings eh purinjikatha koomatinga than oppose panum																								
Non-anti-LGBT+ content	Vera level 💯 👌 🔥 ♥																										
Non-anti-LGBT+ content	Sister na unga kitta pesanum pls																										
Non-anti-LGBT+ content	Ippa irukura  heroines  vida  ivanga  supara  irukanga,  suddena  partha  nayandhara  madhri  irukanga,  enaku  appadi  theriudhu,   please  nayandhara  fan's  yarum  ennai  thittadhinga 😆😆😆😆																										
Non-anti-LGBT+ content	இயேசுவே உலகின்ஒளி bro bible la homosexual thappunnu irukku but andha people ah apdi uruvakkunathum jesus nu why purunjukka maatinguringa . and indha maari social media la badword pesurathu ungalaala unmayana Christians ku avamaanam . nenga bible pathi pesaathinga																										
Non-anti-LGBT+ content	@Dapur saishaa  👆👍																										
Homophobic	podi...sorry poda...ayyo podi/da..																										
Transphobic	Ivalukala ulla thookki pottu ladankattanum.... Thirunangai na nallavanganutha kelvi patrukke ipdi oru ampalaya bus stand la vachu asingapaduthuranga																										
Non-anti-LGBT+ content	Unga. Number. Venum																										
Non-anti-LGBT+ content	Well said bro																										
Non-anti-LGBT+ content	Counselling ungaluku thaan theva. Unga mindset laam maaranum..																										
Non-anti-LGBT+ content	4 varusathuku munnati velayilam erukathu😂😂😂																										
Homophobic	Vanagada gay kammunatingala																										
Non-anti-LGBT+ content	Boomika Poomi Boomika -Transgenders ellarayum thappu solla mudiyathu..sila per mattum dha ipdi pandranga..Neenga soldra maathiri avangalukkum sariyana velaya othukki kudutha .	 ipdi nadakkirathu kuraya aarambikkum..!	 Avangalum Humanbeing thana..!																								
Homophobic	ean  boomi thannai thanea sutrikkondu  :sun:suriyanai sutruginrana,  ean  aanum  pennumaai  padaikka  pattana, ean   suriyan  kizhakkil mattum  uthayamaginrana  (sila athyaavasiyamana   kattuppadugal  illatha vazhkai  vazhkaye  illai)   ithu  thavaru																										
Non-anti-LGBT+ content	Brother avangaloda mananilaiyei paarkum pothu romba kastama irukku.orumurai avargal irukkum idathirku sendru sollungal ungalukkaaga pothu makkal atharavu ullathu yendru.																										
Non-anti-LGBT+ content	Full comedy 😉✌️																										
Non-anti-LGBT+ content	Pro nenga vera11																										
Non-anti-LGBT+ content	I love you akka																										
Non-anti-LGBT+ content	Eappidiyo oru kiss vangittiyepa 8:05																										
Non-anti-LGBT+ content	Ungala Marie alagana transgender ah pathathae ila so cute...																										
Non-anti-LGBT+ content	Great talk malini																										
Non-anti-LGBT+ content	Unmaiyavea avanga vera11 🙏																										
Non-anti-LGBT+ content	neenga pannadhula best bro keep it up																										
Non-anti-LGBT+ content	Balakrishnan k  ange ukkanthu irukkura ammbalaingalukkuthaan..bro																										
Non-anti-LGBT+ content	aashiq bro athu ena amateur nu mature ku opposite ah oru varthai... jolly aakitinga ponga																										
Non-anti-LGBT+ content	Yenna Da ipdi asinga paduthiruku neeyum vekkamea illama nikkira😂😀😀😀😂😂😂😂																										
Non-anti-LGBT+ content	IVARGAI. GOVT  VALLAI KODUTTAL. LANJAM OLIYM																										
Non-anti-LGBT+ content	Super namba ,,,, respect ,,,,																										
Non-anti-LGBT+ content	Kalacharam enna solhirathu ?																										
Non-anti-LGBT+ content	Bro itha fun ah comedy ah la paka mudiyala, intha videola nan pathathu nalla anbana oru human being so pls don't say this is a fun prank, transgender la ipadium irukanganu theriuthu																										
Non-anti-LGBT+ content	Apadi sollunga bro... Sila jenmangaluku puriyala adhu																										
Non-anti-LGBT+ content	Best prank for tmp																										
Non-anti-LGBT+ content	Vishwa Hanu venkama illa ena ipo... chinna ponnungala rape panninu thiriru aan vargathai sernthu irukiye unaku vetkama illa																										
Non-anti-LGBT+ content	Idhukellam vedha potadhu yaru .. namma single tea machi																										
Non-anti-LGBT+ content	Semma bro..... Super moral.....																										
Non-anti-LGBT+ content	Oru silar.leadyum Jen's um apditham ma .eppo ellam public la enga name rombave ripper ah irukku nallavangalukum mariyathai illama pochu intha thirunangai konjam peasama irunthuruntha intha vidio u tupe vanthurukathu ethai 9 ..ali pottai serupadi ethu ellom nallavanga manasukum ulaikravanga manasukum kastam																										
Non-anti-LGBT+ content	neenga appakita pesa porappo... enakku bayama irunthuchu																										
Non-anti-LGBT+ content	Actress..ah Enna movie..lam act paniruka?																										
Non-anti-LGBT+ content	Dai ivalta yenda interview panringa																										
Homophobic	swetha k ,jack the ripper Mari ,unna Mari alugala kolla atkal varanum...																										
Non-anti-LGBT+ content	Antha akka manasu tha sir kadavul																										
Non-anti-LGBT+ content	U come collage																										
Non-anti-LGBT+ content	lag erukku bro																										
Non-anti-LGBT+ content	Vera level respect																										
Non-anti-LGBT+ content	@NilaMagal Seema  athunaala thaan naan ungaluku sonnen.																										
Non-anti-LGBT+ content	Nalla padichavanga law therinjavanga.. science therinjavanga.. nature & culture pathi mulusa therinjavanga...  Yarume itha thappu nu solamatanga..  Araikoraiya padichavanga, maturity ilathavanga.. padiparivu ilathavanga dha itha oppose panuvanga....																										
Non-anti-LGBT+ content	Vara level 😉 bro																										
Homophobic	@Kadhayalla Nijam  dey punda un number kudu saavadichuruva una																										
Non-anti-LGBT+ content	Naan oru murai ippadi train LA pogumbhodhu ketanga change illa.. Solliyum torcher pannanga ... En Friends Ratham varamaadhiry vaailayeakuthitaanunga Nalladha pochi illa na indha maadhiri.. Dhaan ketu irukum...																										
Non-anti-LGBT+ content	Dhurv vickram 'ku sister irundha ipdinthan iruppanga.... Avlo cute 😍😍😍😍😍😍😍																										
